,Date,region,type,4046,4225,4770,year,TotalVolume,Price,Prop
5659,2017-03-05,Albany,conventional,3123.26,90784.49,57.86,2017,107354.25,1.18,0.9796669884641136
5660,2017-02-26,Albany,conventional,3190.28,73959.76,71.2,2017,88371.09,1.4,0.975860962785338
5661,2017-02-19,Albany,conventional,2702.57,81691.54,125.48,2017,95475.07,1.67,0.9742490277670208
5662,2017-02-12,Albany,conventional,3808.43,81070.44,175.6,2017,97215.94,1.42,0.9817576518591664
5663,2017-02-05,Albany,conventional,5666.6,165530.03,2119.02,2017,183549.08,1.49,0.9905379006632562
5664,2017-01-29,Albany,conventional,3844.62,78315.15,484.56,2017,95424.59,1.31,0.9815284652192339
5665,2017-01-22,Albany,conventional,4119.94,111173.08,2191.71,2017,128679.24,1.59,0.9854715606529239
5666,2017-01-15,Albany,conventional,3327.65,71956.77,607.03,2017,88526.26,1.55,0.9780944218641017
5667,2017-01-08,Albany,conventional,3355.47,75641.23,56.91,2017,91728.18,1.55,0.9762710240884993
5668,2017-01-01,Albany,conventional,4845.77,117027.41,200.36,2017,129948.23,1.47,0.9895168419278807
5669,2017-12-31,Atlanta,conventional,341061.46,41818.27,961.18,2017,649352.59,0.95,0.9741694089372391
5670,2017-12-24,Atlanta,conventional,212413.82,30834.68,1112.56,2017,444781.87,1.11,0.9667217258285864
5671,2017-12-17,Atlanta,conventional,231133.4,33481.83,915.94,2017,484326.63,1.0,0.9767109495256153
5672,2017-12-10,Atlanta,conventional,274345.62,38433.88,1302.16,2017,543619.28,0.99,0.9761177278329434
5673,2017-12-03,Atlanta,conventional,263807.0,32457.0,1390.0,2017,504933.0,1.07,0.9794211062685081
5674,2017-11-26,Atlanta,conventional,211077.0,27773.0,903.0,2017,412213.0,1.12,0.9720906758904047
5675,2017-11-19,Atlanta,conventional,239860.0,31169.0,1109.0,2017,453755.0,1.13,0.9776069819350347
5676,2017-11-12,Atlanta,conventional,251896.0,31719.0,1398.0,2017,518209.0,1.11,0.9771540375692043
5677,2017-11-05,Atlanta,conventional,275749.63,32494.72,1124.72,2017,567572.7,1.08,0.9799910933241578
5678,2017-10-29,Atlanta,conventional,256988.66,36334.71,1083.81,2017,493921.1,1.28,0.9691333519970358
5679,2017-10-22,Atlanta,conventional,219172.21,35958.88,894.35,2017,406008.95,1.49,0.9658579592542057
5680,2017-10-15,Atlanta,conventional,197442.9,34760.61,148.61,2017,406111.3,1.64,0.9726832818671014
5681,2017-10-08,Atlanta,conventional,213442.97,32020.48,51.1,2017,411520.44,1.6,0.9710341566420924
5682,2017-10-01,Atlanta,conventional,222683.91,45065.96,366.89,2017,421235.13,1.55,0.9688182904446581
5683,2017-09-24,Atlanta,conventional,222498.3,45024.88,34.48,2017,403780.43,1.5,0.9552575697244663
5684,2017-09-17,Atlanta,conventional,204374.88,47135.66,92.68,2017,392935.2,1.59,0.9578472350775576
5685,2017-09-10,Atlanta,conventional,241057.35,47619.22,111.21,2017,466988.83,1.54,0.9709828051050133
5686,2017-09-03,Atlanta,conventional,235645.56,47493.42,121.59,2017,433455.08,1.53,0.9601484261979469
5687,2017-08-27,Atlanta,conventional,230031.71,48132.94,99.72,2017,458036.12,1.49,0.9705256384601608
5688,2017-08-20,Atlanta,conventional,230252.9,49199.54,27.54,2017,475921.53,1.43,0.964849325391206
5689,2017-08-13,Atlanta,conventional,251178.4,62180.62,64.99,2017,534058.7,1.37,0.9735073775636863
5690,2017-08-06,Atlanta,conventional,252436.49,60584.7,69.99,2017,518140.33,1.36,0.9736936753079246
5691,2017-07-30,Atlanta,conventional,247038.63,60149.97,87.14,2017,472013.29,1.34,0.9682038500731783
5692,2017-07-23,Atlanta,conventional,285745.92,65016.24,150.97,2017,518682.51,1.24,0.9672029929368865
5693,2017-07-16,Atlanta,conventional,301471.59,63898.41,100.9,2017,582068.66,1.2,0.9758637508860744
5694,2017-07-09,Atlanta,conventional,233475.62,57935.64,442.12,2017,507337.7,1.19,0.9582166791690202
5695,2017-07-02,Atlanta,conventional,248095.78,56275.22,109.99,2017,528297.88,1.16,0.9580922806342077
5696,2017-06-25,Atlanta,conventional,249204.48,46343.42,149.89,2017,501274.14,1.12,0.9425004278886896
5697,2017-06-18,Atlanta,conventional,269328.71,49177.93,145.33,2017,492836.43,1.2,0.9545130672727997
5698,2017-06-11,Atlanta,conventional,318335.08,51385.66,101.41,2017,572838.59,1.13,0.944019601984773
5699,2017-06-04,Atlanta,conventional,361265.98,55627.72,130.81,2017,710038.58,1.08,0.9720111722643276
5700,2017-05-28,Atlanta,conventional,273538.26,50236.52,354.25,2017,523993.71,1.23,0.9641176139723515
5701,2017-05-21,Atlanta,conventional,253792.75,49347.3,1650.7,2017,526840.14,1.2,0.9601643089940749
5702,2017-05-14,Atlanta,conventional,265556.05,49122.87,3491.08,2017,568923.79,1.18,0.973533171537483
5703,2017-05-07,Atlanta,conventional,377225.07,72058.11,248.63,2017,726726.65,1.1,0.9755293274075982
5704,2017-04-30,Atlanta,conventional,304668.94,74961.15,240.51,2017,595539.82,1.17,0.9753646248144372
5705,2017-04-23,Atlanta,conventional,249318.38,55045.8,96.03,2017,530030.64,1.21,0.9755769232999193
5706,2017-04-16,Atlanta,conventional,237537.66,48907.53,143.78,2017,543227.58,1.15,0.9706755437276066
5707,2017-04-09,Atlanta,conventional,223170.21,48912.66,124.1,2017,465350.2,1.23,0.9501036640542689
5708,2017-04-02,Atlanta,conventional,226289.9,48770.22,139.77,2017,481933.74,1.26,0.966037044636326
5709,2017-03-26,Atlanta,conventional,222457.31,50731.36,132.95,2017,443514.95,1.32,0.9647414021163734
5710,2017-03-19,Atlanta,conventional,215046.31,50085.35,147.93,2017,460990.81,1.25,0.9751358252731603
5711,2017-03-12,Atlanta,conventional,217624.69,48169.84,97.76,2017,469277.94,1.21,0.9619480320299271
5712,2017-03-05,Atlanta,conventional,237307.08,52012.07,62.73,2017,511362.62,1.08,0.94060131994369
5713,2017-02-26,Atlanta,conventional,302620.37,53782.78,96.57,2017,631507.77,0.85,0.9629130262826735
5714,2017-02-19,Atlanta,conventional,279494.45,52644.02,133.35,2017,563018.6,0.86,0.9793581262321698
5715,2017-02-12,Atlanta,conventional,355571.08,77241.13,325.51,2017,666871.06,0.79,0.9836671567220298
5716,2017-02-05,Atlanta,conventional,442152.5,167181.75,412.85,2017,888094.87,0.83,0.989212112339056
5717,2017-01-29,Atlanta,conventional,285147.95,86150.35,219.79,2017,627695.79,0.95,0.988455823074512
5718,2017-01-22,Atlanta,conventional,320378.0,135920.57,179.13,2017,755472.09,0.84,0.9901895005679743
5719,2017-01-15,Atlanta,conventional,249159.52,86964.23,169.63,2017,557377.82,0.99,0.9888386823255224
5720,2017-01-08,Atlanta,conventional,279265.77,77758.24,319.36,2017,601546.19,0.98,0.9864803208761778
5721,2017-01-01,Atlanta,conventional,224073.54,118926.37,337.48,2017,547565.88,0.93,0.9903368319035224
5722,2017-12-31,BaltimoreWashington,conventional,66628.66,519460.2,4920.46,2017,849487.62,1.15,0.9540195518347265
5723,2017-12-24,BaltimoreWashington,conventional,66338.96,363593.22,2679.6,2017,624268.68,1.41,0.9461354422264626
5724,2017-12-17,BaltimoreWashington,conventional,67126.05,369810.83,2933.76,2017,628735.17,1.44,0.947865575726929
5725,2017-12-10,BaltimoreWashington,conventional,103332.38,546809.87,3979.72,2017,940850.93,1.13,0.957802072771833
5726,2017-12-03,BaltimoreWashington,conventional,69819.0,407522.0,3789.0,2017,658939.0,1.43,0.9444544990144588
5727,2017-11-26,BaltimoreWashington,conventional,59916.0,377227.0,3440.0,2017,629719.0,1.43,0.9520886754411909
5728,2017-11-19,BaltimoreWashington,conventional,64122.0,365922.0,3724.0,2017,644740.0,1.45,0.957038665807884
5729,2017-11-12,BaltimoreWashington,conventional,78052.0,387453.0,3925.0,2017,658693.0,1.49,0.9514088648878314
5730,2017-11-05,BaltimoreWashington,conventional,93808.96,458177.74,4062.15,2017,736468.07,1.41,0.9535421626396031
5731,2017-10-29,BaltimoreWashington,conventional,62566.85,434269.43,4193.34,2017,682236.82,1.55,0.9483516398737962
5732,2017-10-22,BaltimoreWashington,conventional,60120.62,418176.99,4523.13,2017,672066.53,1.6,0.9340050008237052
5733,2017-10-15,BaltimoreWashington,conventional,57542.76,426158.13,4901.97,2017,667770.44,1.66,0.9219150849076096
5734,2017-10-08,BaltimoreWashington,conventional,58351.0,380897.88,4554.55,2017,598836.97,1.71,0.8990595468869493
5735,2017-10-01,BaltimoreWashington,conventional,57840.63,461605.2,4777.48,2017,705451.5,1.59,0.9350854571118655
5736,2017-09-24,BaltimoreWashington,conventional,58682.06,451995.87,4487.7,2017,676498.82,1.59,0.9154695612606166
5737,2017-09-17,BaltimoreWashington,conventional,55766.21,443692.78,4745.57,2017,664501.74,1.58,0.917877932002814
5738,2017-09-10,BaltimoreWashington,conventional,52853.34,424593.63,5141.78,2017,660103.83,1.57,0.9125176694729774
5739,2017-09-03,BaltimoreWashington,conventional,58996.88,435940.98,5348.28,2017,671504.54,1.62,0.9195659272822315
5740,2017-08-27,BaltimoreWashington,conventional,51628.46,402657.24,5171.88,2017,653598.86,1.66,0.9402643655123549
5741,2017-08-20,BaltimoreWashington,conventional,58935.48,417107.93,5204.71,2017,691636.14,1.57,0.9464486009405779
5742,2017-08-13,BaltimoreWashington,conventional,61461.48,431018.65,5629.49,2017,697320.96,1.48,0.9450623689888562
5743,2017-08-06,BaltimoreWashington,conventional,60785.37,440986.27,5324.79,2017,695848.77,1.47,0.9434595367203479
5744,2017-07-30,BaltimoreWashington,conventional,57622.28,399898.3,5352.26,2017,655426.21,1.47,0.9399848816777884
5745,2017-07-23,BaltimoreWashington,conventional,65421.16,435763.72,5663.76,2017,692872.87,1.48,0.9322886384993152
5746,2017-07-16,BaltimoreWashington,conventional,64407.19,415327.9,5640.71,2017,670476.49,1.48,0.9463890413876298
5747,2017-07-09,BaltimoreWashington,conventional,64096.37,448758.2,6202.11,2017,701869.5,1.64,0.9740952002027493
5748,2017-07-02,BaltimoreWashington,conventional,57584.22,397714.06,6602.84,2017,672614.37,1.6,0.9659810736381685
5749,2017-06-25,BaltimoreWashington,conventional,57367.81,446948.93,6496.32,2017,693972.27,1.65,0.96866926241319
5750,2017-06-18,BaltimoreWashington,conventional,62875.95,462835.5,6444.29,2017,713471.14,1.67,0.9689735825522832
5751,2017-06-11,BaltimoreWashington,conventional,65666.0,475095.67,7177.12,2017,744158.66,1.65,0.9692521473442532
5752,2017-06-04,BaltimoreWashington,conventional,62567.13,482039.31,7375.87,2017,757909.72,1.8,0.9664068091291081
5753,2017-05-28,BaltimoreWashington,conventional,66151.19,477777.76,7002.93,2017,779183.52,1.75,0.9692369719580579
5754,2017-05-21,BaltimoreWashington,conventional,70765.6,467149.29,7223.03,2017,750139.67,1.67,0.969988831817758
5755,2017-05-14,BaltimoreWashington,conventional,67663.32,394707.17,6178.07,2017,731952.61,1.59,0.9667407627222605
5756,2017-05-07,BaltimoreWashington,conventional,75658.43,722001.76,10048.95,2017,1097981.24,1.37,0.9805730600809969
5757,2017-04-30,BaltimoreWashington,conventional,74466.51,471825.66,7668.11,2017,761924.71,1.69,0.9673740787120881
5758,2017-04-23,BaltimoreWashington,conventional,69674.09,458300.03,7322.93,2017,749186.76,1.67,0.9687859211659154
5759,2017-04-16,BaltimoreWashington,conventional,67839.51,439898.36,6834.65,2017,717940.19,1.7,0.9670597009758554
5760,2017-04-09,BaltimoreWashington,conventional,71187.86,438985.9,6568.37,2017,738255.19,1.64,0.9747614287349833
5761,2017-04-02,BaltimoreWashington,conventional,82571.71,493953.33,7301.92,2017,800801.84,1.5,0.9718513042765509
5762,2017-03-26,BaltimoreWashington,conventional,70467.54,462479.21,7285.09,2017,739376.32,1.6,0.972676121221743
5763,2017-03-19,BaltimoreWashington,conventional,70368.43,463108.0,6761.79,2017,738956.53,1.58,0.9755278084223153
5764,2017-03-12,BaltimoreWashington,conventional,72820.1,476272.3,9389.51,2017,763783.58,1.6,0.977703565605902
5765,2017-03-05,BaltimoreWashington,conventional,84608.63,591422.21,12152.67,2017,880326.29,1.33,0.979872562713533
5766,2017-02-26,BaltimoreWashington,conventional,82179.16,531502.16,9921.32,2017,814376.97,1.48,0.9798193613906879
5767,2017-02-19,BaltimoreWashington,conventional,96158.54,434568.32,9538.66,2017,721257.38,1.38,0.9708922286462062
5768,2017-02-12,BaltimoreWashington,conventional,190311.92,538660.08,8822.74,2017,925574.66,1.24,0.9803039824128481
5769,2017-02-05,BaltimoreWashington,conventional,174325.38,770463.22,29352.66,2017,1170444.52,1.09,0.9848752758528277
5770,2017-01-29,BaltimoreWashington,conventional,81883.91,489023.96,10828.08,2017,781538.81,1.46,0.9783515388649158
5771,2017-01-22,BaltimoreWashington,conventional,81908.85,528125.52,22836.9,2017,826941.93,1.42,0.9781336760014456
5772,2017-01-15,BaltimoreWashington,conventional,76382.33,472453.49,10119.64,2017,749510.72,1.48,0.9730492705376605
5773,2017-01-08,BaltimoreWashington,conventional,83249.92,750033.84,9793.59,2017,1029279.83,1.14,0.9828225360114169
5774,2017-01-01,BaltimoreWashington,conventional,54530.42,408952.26,14387.01,2017,631760.81,1.47,0.9784694558658353
5775,2017-12-31,Boise,conventional,38196.44,1706.22,6263.0,2017,79646.97,1.13,0.9752991949710118
5776,2017-12-24,Boise,conventional,39116.52,2348.06,4750.61,2017,71004.42,1.18,0.9590829360590845
5777,2017-12-17,Boise,conventional,31969.34,1752.04,6655.62,2017,65090.38,1.29,0.9731333634934641
5778,2017-12-10,Boise,conventional,53165.53,1936.25,4746.44,2017,85496.29,1.08,0.9744987126370384
5779,2017-12-03,Boise,conventional,38662.0,1518.0,7094.0,2017,86646.0,1.14,0.9793229553838744
5780,2017-11-26,Boise,conventional,28307.0,1707.0,5116.0,2017,54681.0,1.44,0.952262365426612
5781,2017-11-19,Boise,conventional,31177.0,2085.0,5660.0,2017,60602.0,1.42,0.970173279075862
5782,2017-11-12,Boise,conventional,37876.0,2047.0,4630.0,2017,81827.0,1.23,0.9776667306679716
5783,2017-11-05,Boise,conventional,40651.49,1848.89,4629.02,2017,81104.74,1.21,0.9772696272711455
5784,2017-10-29,Boise,conventional,33724.32,2180.13,4757.31,2017,68520.83,1.44,0.9721559851635926
5785,2017-10-22,Boise,conventional,49926.45,2947.99,4055.92,2017,83842.86,1.43,0.980908961790547
5786,2017-10-15,Boise,conventional,30892.83,2910.65,5019.97,2017,58062.2,1.83,0.9737842916398604
5787,2017-10-08,Boise,conventional,28952.89,2680.35,6108.0,2017,56087.36,1.89,0.9713287793551141
5788,2017-10-01,Boise,conventional,33499.14,2015.33,5127.6,2017,58602.78,1.8,0.9771056336137738
5789,2017-09-24,Boise,conventional,29755.87,1936.46,5658.57,2017,56671.53,1.78,0.975693038419265
5790,2017-09-17,Boise,conventional,35146.94,2637.92,5498.75,2017,65336.49,1.73,0.9776760944006406
5791,2017-09-10,Boise,conventional,36441.41,2816.58,6160.18,2017,66479.27,1.76,0.9764964075759797
5792,2017-09-03,Boise,conventional,30130.01,3171.02,6522.54,2017,64354.65,1.68,0.97197662349902
5793,2017-08-27,Boise,conventional,45399.28,2514.25,6033.78,2017,93803.53,1.3,0.9827815400759669
5794,2017-08-20,Boise,conventional,42285.45,2840.46,7323.21,2017,88030.54,1.37,0.9814744079024093
5795,2017-08-13,Boise,conventional,36652.25,3646.53,5544.33,2017,70716.83,1.51,0.9749524427431032
5796,2017-08-06,Boise,conventional,37252.55,3802.7,7644.86,2017,73710.09,1.54,0.9724125921406309
5797,2017-07-30,Boise,conventional,36727.08,3472.94,7264.42,2017,72020.82,1.54,0.9725406897371254
5798,2017-07-23,Boise,conventional,36289.63,3129.5,7061.55,2017,70783.8,1.51,0.969887553618077
5799,2017-07-16,Boise,conventional,35748.28,3543.6,8951.08,2017,72245.09,1.49,0.9646516916734285
5800,2017-07-09,Boise,conventional,47772.28,3135.19,7817.34,2017,125786.14,0.98,0.972729711498182
5801,2017-07-02,Boise,conventional,41134.31,3402.67,8606.69,2017,97408.49,1.17,0.9723975956919554
5802,2017-06-25,Boise,conventional,41340.98,3573.62,7667.69,2017,95071.28,1.2,0.9756474211421293
5803,2017-06-18,Boise,conventional,40471.78,3263.11,8414.51,2017,92906.33,1.21,0.966070062863064
5804,2017-06-11,Boise,conventional,40250.67,2998.49,8103.35,2017,92547.42,1.21,0.9548555837394549
5805,2017-06-04,Boise,conventional,42302.58,3757.52,7950.05,2017,98460.27,1.19,0.9555556245687954
5806,2017-05-28,Boise,conventional,40637.11,3548.36,10210.41,2017,100415.9,1.21,0.957400516189806
5807,2017-05-21,Boise,conventional,35312.23,3430.4,10330.63,2017,86532.91,1.29,0.9569056395377061
5808,2017-05-14,Boise,conventional,38987.28,2778.88,9358.25,2017,94466.25,1.2,0.9583650112579641
5809,2017-05-07,Boise,conventional,60550.46,3285.18,9701.89,2017,121483.27,1.09,0.9644064376286846
5810,2017-04-30,Boise,conventional,41327.06,2195.12,9316.9,2017,109119.0,1.03,0.9651253294652492
5811,2017-04-23,Boise,conventional,41816.24,2688.06,9753.54,2017,93656.08,1.14,0.9658013036904002
5812,2017-04-16,Boise,conventional,43003.22,3555.37,9548.66,2017,99410.94,1.15,0.9660520601999936
5813,2017-04-09,Boise,conventional,39291.67,4115.55,10280.71,2017,95508.38,1.21,0.9645071311217728
5814,2017-04-02,Boise,conventional,41043.29,3616.58,9919.67,2017,94905.4,1.2,0.9521676835419506
5815,2017-03-26,Boise,conventional,43566.18,4140.76,8899.3,2017,95292.56,1.16,0.9553948179068803
5816,2017-03-19,Boise,conventional,33891.7,3887.21,9034.34,2017,86727.42,1.15,0.9701827449996852
5817,2017-03-12,Boise,conventional,33062.31,9415.52,9975.45,2017,112776.1,0.98,0.974777810738243
5818,2017-03-05,Boise,conventional,29234.27,5256.5,12115.21,2017,93814.08,1.11,0.952607671666531
5819,2017-02-26,Boise,conventional,31701.22,5199.76,11562.8,2017,105023.56,0.91,0.9726830908268312
5820,2017-02-19,Boise,conventional,33444.06,7191.92,9936.27,2017,107721.63,0.94,0.9808419123833333
5821,2017-02-12,Boise,conventional,41600.65,4101.11,9261.32,2017,97785.46,0.98,0.9762792757606327
5822,2017-02-05,Boise,conventional,36808.59,11333.87,23346.13,2017,136090.67,0.9,0.9774196979587622
5823,2017-01-29,Boise,conventional,35677.85,6532.78,9559.2,2017,105132.82,0.93,0.9703505988590726
5824,2017-01-22,Boise,conventional,34251.49,5626.82,8313.98,2017,88317.73,1.01,0.9662653987462515
5825,2017-01-15,Boise,conventional,36085.47,4773.66,10056.51,2017,94156.43,1.0,0.9684055979586191
5826,2017-01-08,Boise,conventional,35596.88,7162.53,12143.68,2017,103788.25,1.02,0.9616647950069307
5827,2017-01-01,Boise,conventional,27845.16,9408.92,11341.75,2017,104510.11,0.92,0.9736912642628477
5828,2017-12-31,Boston,conventional,9622.52,325398.02,2061.91,2017,419696.59,1.4,0.9431984512632006
5829,2017-12-24,Boston,conventional,10726.67,312860.91,1638.5,2017,414147.94,1.45,0.9417010158643132
5830,2017-12-17,Boston,conventional,10139.25,413484.37,3836.18,2017,516770.62,1.28,0.9540223160500064
5831,2017-12-10,Boston,conventional,13210.49,557434.99,2169.35,2017,687251.82,1.14,0.9631222753679325
5832,2017-12-03,Boston,conventional,12171.0,386056.0,1901.0,2017,488588.0,1.4,0.9581539046720916
5833,2017-11-26,Boston,conventional,10677.0,304833.0,2073.0,2017,423778.0,1.39,0.951526695840849
5834,2017-11-19,Boston,conventional,11494.0,341486.0,2365.0,2017,476236.0,1.36,0.9479492393839751
5835,2017-11-12,Boston,conventional,15689.0,533027.0,5720.0,2017,639092.0,1.23,0.9606934805571303
5836,2017-11-05,Boston,conventional,13002.8,334875.51,2014.44,2017,440972.34,1.49,0.9390403023686489
5837,2017-10-29,Boston,conventional,14781.17,360615.41,2145.15,2017,465106.32,1.49,0.931857312244673
5838,2017-10-22,Boston,conventional,19871.3,328476.35,2432.68,2017,435243.72,1.48,0.9257410342202638
5839,2017-10-15,Boston,conventional,20138.49,331423.32,2218.03,2017,418233.95,1.59,0.9169558248650428
5840,2017-10-08,Boston,conventional,16621.16,322931.92,1266.34,2017,451608.73,1.61,0.9376227193302862
5841,2017-10-01,Boston,conventional,14889.71,366122.85,1797.71,2017,482271.83,1.62,0.9475065448176342
5842,2017-09-24,Boston,conventional,10697.54,384522.4,1718.59,2017,498019.71,1.62,0.9411646459105493
5843,2017-09-17,Boston,conventional,11826.63,323528.38,1322.39,2017,462796.84,1.58,0.9370952307662371
5844,2017-09-10,Boston,conventional,10795.32,394645.36,1483.54,2017,524513.26,1.63,0.9536717780727146
5845,2017-09-03,Boston,conventional,10210.08,333916.08,1478.63,2017,457862.0,1.81,0.9530070460936102
5846,2017-08-27,Boston,conventional,7262.03,319717.74,1534.57,2017,455915.26,1.79,0.9532905362933934
5847,2017-08-20,Boston,conventional,6723.39,328845.89,1675.13,2017,474982.44,1.77,0.9539001569414557
5848,2017-08-13,Boston,conventional,7302.93,492068.56,2985.05,2017,624419.06,1.52,0.9705509118073908
5849,2017-08-06,Boston,conventional,8619.19,470232.85,3211.56,2017,604758.68,1.55,0.9648404887493476
5850,2017-07-30,Boston,conventional,8414.57,429987.0,3326.4,2017,568255.53,1.48,0.9596539564572801
5851,2017-07-23,Boston,conventional,7993.86,556263.37,6107.14,2017,686734.63,1.37,0.9595397833818576
5852,2017-07-16,Boston,conventional,9162.09,463806.98,3825.67,2017,594015.93,1.56,0.9588368187919486
5853,2017-07-09,Boston,conventional,8735.91,464670.36,3962.9,2017,560021.69,1.69,0.9652644261885539
5854,2017-07-02,Boston,conventional,6572.32,437068.51,4890.2,2017,545128.14,1.67,0.9651451681512657
5855,2017-06-25,Boston,conventional,5987.76,434222.79,3399.3,2017,545889.03,1.68,0.9611730575541709
5856,2017-06-18,Boston,conventional,5379.22,452146.49,3286.69,2017,581303.33,1.66,0.9614979108835978
5857,2017-06-11,Boston,conventional,5556.48,457512.97,3039.46,2017,583709.06,1.72,0.966170696257614
5858,2017-06-04,Boston,conventional,5139.73,460653.96,3075.67,2017,590580.03,1.73,0.9626332610002825
5859,2017-05-28,Boston,conventional,5970.3,460430.96,2755.68,2017,602637.88,1.73,0.9665433741072665
5860,2017-05-21,Boston,conventional,5555.84,441357.29,3222.88,2017,572421.46,1.69,0.96272071087969
5861,2017-05-14,Boston,conventional,5152.68,448442.71,3462.02,2017,610348.46,1.62,0.9665614349645119
5862,2017-05-07,Boston,conventional,6703.2,493447.52,6088.75,2017,676849.88,1.49,0.9698293813549197
5863,2017-04-30,Boston,conventional,5758.71,467084.4,3505.87,2017,603284.31,1.61,0.9712410664990457
5864,2017-04-23,Boston,conventional,9577.17,382449.77,3293.6,2017,520793.48,1.63,0.9669987492360744
5865,2017-04-16,Boston,conventional,7319.25,437483.37,3589.29,2017,592049.78,1.61,0.9710648960262281
5866,2017-04-09,Boston,conventional,5715.72,450287.22,3497.44,2017,629799.49,1.53,0.9736670768295371
5867,2017-04-02,Boston,conventional,7962.51,427483.9,3484.11,2017,571902.2,1.56,0.9722541592818532
